,answerEntityId,description
36328,Q50085599,ND
36329,Q7523,"founding emperor of the Yuan dynasty, grandson of Genghis Khan (1215–1294)"
36330,Q17790,3rd Emperor of the Qing dynasty (r. 1661–1722)
36331,Q9746,"7th emperor of the Tang dynasty, reigning from 713 to 756 CE"
36332,Q16574,Chinese politician and military leader (1887–1975)
36333,Q832269,1976 studio album by Black Sabbath
36334,Q756135,1973 studio album by Black Sabbath
36335,Q271787,1970 studio album by Black Sabbath
36336,Q765381,Wikimedia artist discography
36337,Q133151,British musician
36338,Q838908,1981 studio album by Black Sabbath
36339,Q318132,German musical group
36340,Q658926,1971 studio album by Black Sabbath
36341,Q383462,1980 studio album by Black Sabbath
36342,Q742626,British-American band
36343,Q328482,1970 self-titled debut studio album by Black Sabbath
36344,Q7853329,1990 video game
36345,Q5231241,1984 video game
36346,Q1415070,1985 role-playing video game
36347,Q75666592,1985 video game
36348,Q734758,fantasy-themed hack and slash 1985 arcade game by Atari Games
36349,Q2782635,2011 video game
36350,Q5315191,1982 video game
36351,Q1375,first fantasy tabletop role-playing game
36352,Q1587638,1987 video game
36353,Q18352837,video game series
36354,Q5305413,ND
36355,Q20119919,2016 video game
36356,Q13455638,2014 third-person shooter video game
36357,Q16529841,video game series
36358,Q379128,2009 video game
36359,Q27714048,journal (1993–1999)
36360,Q3345097,Cypriot political party
36361,Q48461,NASA probe that visited Pluto and Kuiper belt object 486958 Arrokoth
36362,Q108905220,2021 DLC of Animal Crossing: New Horizons
36363,Q114281608,downloadable tool for the Nintendo Switch
36364,Q64566657,2020 video game
36365,Q27714048,journal (1993–1999)
36366,Q48461,NASA probe that visited Pluto and Kuiper belt object 486958 Arrokoth
36367,Q3345097,Cypriot political party
36368,Q42310881,2017 mobile game developed by Nintendo
36369,Q108905220,2021 DLC of Animal Crossing: New Horizons
36370,Q114281608,downloadable tool for the Nintendo Switch
36371,Q64566657,2020 video game
36372,Q9640,president of the United States from 1963 to 1969
36373,Q47513462,painting by Boris Chaliapin
36374,Q79874936,"photograph by Arthur Rothstein (American, 1915-1985) (2018.451)"
36375,Q75766447,second son of Franklin and Eleanor Roosevelt (1909-1909)
36376,Q8007,president of the United States from 1933 to 1945
36377,Q64349037,photograph by Vincenzo Laviosa
36378,Q1445234,Paris Métro station
36379,Q36023,president of the United States from 1923 to 1929
36380,Q75765645,(1780-1853)
36381,Q2873633,"street in Brussels, Belgium"
36382,Q44592,Michael Jackson concerts
36383,Q2483559,1996 live album by The Rolling Stones
36384,Q7561538,album by Adequate Seven
36385,Q20713959,album by Allen Ginsberg
36386,Q2264905,album by Aerosmith
36387,Q1752801,music genre; movement representing progressive bands in the late 1970s united in opposition to the music industry
36388,Q1929521,2010 studio album by Ayumi Hamasaki
36389,Q290949,2009 album by U2
36390,Q182826,1983 debut studio album by Metallica
36391,Q222001,1993 studio album by Nirvana
36392,Q281133,1973 self-titled debut studio album by Aerosmith
36393,Q96474691,ND
36394,Q642410,1996 film by Tom Hanks
36395,Q7711299,1996 single
36396,Q107130728,Chapman Tripp performing arts award in New Zealand
36397,Q3077690,fictional character
36398,Q134773,1994 film directed by Robert Zemeckis
36399,Q552213,1986 novel by Winston Groom
36400,Q103916,award presented annually by the Academy of Motion Picture Arts and Sciences
36401,Q14334,largest land-dwelling species of the family Mustelidae
36402,Q3406134,date something was established
36403,Q186422,fictional character in Marvel Comics
36404,Q1392744,2013 film directed by Martin Scorsese
36405,Q15231297,1929 film directed by Rowland V. Lee
36406,Q19902843,2007 memoir by Jordan Belfort
36407,Q73787103,scientific article published on 01 October 1999
36408,Q1118244,1987 musical with music and lyrics by Stephen Sondheim and book by James Lapine
36409,Q41964214,scientific article published on January 2010
36410,Q25188,2010 film directed by Christopher Nolan
36411,Q24871,2009 film directed by James Cameron
36412,Q4421,dense collection of trees covering a relatively large area
36413,Q2429984,Kazakstani-Russian female tennis player
36414,Q1750532,Japanese musician (1952–2023)
36415,Q10993,American golfer
36416,Q7769261,1998 television film directed by LeVar Burton
36417,Q7577138,"brewery in Bozeman, United States of America"
36418,Q6434508,Zainichi-Korean professional wrestler
36419,Q2287947,American professional golfer
36420,Q9424,American golfer
36421,Q17655149,Wikinews article
36422,Q780742,Australian professional golfer
36423,Q79030196,"qualifies something (inception or end of a thing, event, or date) as happening previously to another thing"
36424,Q41493,human history from the earliest records to the end of the classical periods
36425,Q79030284,"qualifies something (inception of a thing, event, or date, or end of a thing) as happening later in time to another thing"
36426,Q74287,1937 fantasy novel by J. R. R. Tolkien
36427,Q1983924,1996 song by Pet Shop Boys
36428,Q30897556,2014 novel written by Anna Todd
36429,Q55815471,2019 film directed by Jenny Gage
36430,Q2906305,American rapper
36431,Q4925616,extended play by Blaze Ya Dead Homie
36432,Q107505760,vocal track by Michael Jackson; 1982 studio recording
36433,Q193319,"original song written, composed, and performed by Michael Jackson"
36434,Q29649991,scientific article (publication date: 8 July 2016)
36435,Q18210016,2009 video game
36436,Q210218,"original song written, composed, and performed by Michael Jackson"
36437,Q59158944,vocal track by Michael Jackson; 1982 studio recording
36438,Q51668,2004 film directed by Mel Gibson
36439,Q125076,2008 film directed by Danny Boyle
36440,Q53113,2007 film by Kenny Ortega
36441,Q329056,2006 film by Bill Condon
36442,Q25352057,2017 film by Wayne Blair
36443,Q678306,1999 film directed by Hugh Wilson
36444,Q221384,2001 film by Ridley Scott
36445,Q460379,1995 film directed by Michael Bay
36446,Q91558,1985-1990 trilogy of films directed by Robert Zemeckis
36447,Q817159,1949 film by Robert Rossen
36448,Q873186,1937 film by William A. Wellman
36449,Q2736,sport that is practiced between two teams of eleven players
36450,Q5849,"team sport, code of rugby football"
36451,Q10962,full-contact sport played by two teams of thirteen players on a rectangular field
36452,Q5378,collective term for rugby union and rugby league team sports
36453,Q131359,"martial arts events with professional athletes who are allowed the use of throws, jumps, grappling, and striking techniques"
36454,Q41466,"team sport played on ice using sticks, skates, and a puck"
36455,Q5369,American-originated sport in which teams compete to score runs by hitting a thrown ball and advancing around bases
36456,Q2360406,"original ""tennis"" sport; played with racquets in a walled court."
36457,Q65923105,1990 video game by Konami
36458,Q50776,contact sport invented in Melbourne
36459,Q41323,form of team game played with an oval ball on a field marked out as a gridiron
36460,Q3992490,American basketball coach and former player
36461,Q316246,"American basketball player, coach and executive"
36462,Q316183,American basketball player
36463,Q29545,American basketball player
36464,Q1168929,American basketball player
36465,Q456730,American basketball coach (born 1949)
36466,Q282290,American basketball player and coach (1917-1998)
36467,Q312643,American basketball player and coach (born 1928)
36468,Q950413,"American college basketball player, professional basketball player, point guard, college basketball coach, NCAA Tournament championship coach"
36469,Q449245,American basketball player
36470,Q2575239,American basketball coach
36471,Q114484018,episode of American Idol (S4 E2)
36472,Q5083,"city in and county seat of King County, Washington, United States"
36473,Q16628318,"municipality in Guanajuato, Mexico"
36474,Q16552,"city in San Diego County, California, United States; second-largest city in California"
36475,Q273779,city and regional capital in Senegal
36476,Q60,most populous city in the United States
36477,Q16910,city in Chile
36478,Q23311,"city, ceremonial county and local government district that contains the historic center and the primary central business district in the London Region in England, UK"
36479,Q1297,"city and county seat of Cook County, Illinois, United States of America"
36480,Q100,"capital and largest city of Massachusetts, United States"
36481,Q233808,"city in Grays Harbor County, Washington, USA"
36482,Q80702,colonial empire governed by Spain between 1492 and 1976
36483,Q42267,men's national association football team representing Spain
36484,Q29,country in southwestern Europe with territories in Africa
36485,Q47365,last Queen of France prior to the French Revolution
36486,Q829695,2006 film directed by Sofia Coppola
36487,Q1897128,1938 American film
36488,Q4825539,diplomatic relations between the Republic of Austria and Hungary
36489,Q1991943,divides the territories of Austria and Hungary
36490,Q131964,Central European multinational Empire from 1804 to 1867
36491,Q28513,1867–1918 empire in Central Europe
36492,Q40,country in Central Europe
36493,Q58120016,biographical dictionary series published by Marquis Who's Who
36494,Q26256302,biographical dictionary series
36495,Q115683747,academic book chapter
36496,Q19080348,1890 poem by Emily Dickinson
36497,Q111836967,"1845 illustrated and illuminated version of the Book of Common Prayer, used in the United Church of England and Ireland"
36498,Q158075,early book printed with movable type
36499,Q58635213,ND
36500,Q459842,sacred text of the Latter Day Saint movement
36501,Q929081,"name of a book, or division, in the larger Book of Mormon"
36502,Q19082746,1892 transcription of the original 1662 Book of Common Prayer
36503,Q812082,"psalter first printed in 1640 in Cambridge, Massachusetts"
36504,Q34296,president of the United States from 1913 to 1921
36505,Q11812,president of the United States from 1801 to 1809
36506,Q33866,president of the United States from 1901 to 1909
36507,Q11816,president of the United States from 1825 to 1829
36508,Q11815,president of the United States from 1817 to 1825
36509,Q11813,president of the United States from 1809 to 1817
36510,Q12325,president of the United States from 1857 to 1861
36511,Q23,president of the United States from 1789 to 1797
36512,Q35678,American politician (1833–1901); President of the United States from 1889 to 1893
36513,Q11817,president of the United States from 1829 to 1837
36514,Q91,"president of the United States from 1861 to 1865 (American, 1809-1865)"
36515,Q205640,American guitarist
36516,Q137881,American drummer
36517,Q1415577,album by Peter Criss
36518,Q295542,"American singer and guitarist, member of the rock band Kiss"
36519,Q1339604,album by Gene Simmons
36520,Q207197,American rock musician
36521,Q5228876,Wikimedia artist discography
36522,Q12006,American rock musician
36523,Q3302332,American singer
36524,Q319610,"American guitarist, founding member of Kiss"
36525,Q340009,1978 self-titled debut solo studio album by Ace Frehley
36526,Q17017032,aspect of history
36527,Q5870007,History of the National Football League in the Los Angeles area.
36528,Q107284476,professional American football league (2021–2023)
36529,Q1215884,professional American football league
36530,Q18030028,protein-coding gene in the species Homo sapiens
36531,Q50783,Australian rules football competition
36532,Q4743809,professional American football league that operated in 1926
36533,Q464508,professional American football league that merged with National Football League in 1970
36534,Q464508,professional American football league that merged with National Football League in 1970
36535,Q4727770,ND
36536,Q389307,professional American football league (1946–1949)
36537,Q4728577,proposed U.S.-based American football league
36538,Q1383000,British model
36539,Q26466448,Assassin’s Creed character
36540,Q994344,fictional character from Assassin's Creed
36541,Q60596726,"character in the play ""The Lion in Winter"""
36542,Q178525,Queen consort of France; Queen consort of England; suo jure Duchess of Aquitaine; patroness
36543,Q2035249,Assassin's Creed character
36544,Q131552,queen-consort and regent of France (1519-1589)
36545,Q45639,Tuscan princess and Duchess of Mantua and Montferrat as the second wife of Duke Ferdinando and Governor of Siena (1593-1629)
36546,Q21451313,painting by Corneille de Lyon
36547,Q51869947,painting by workshop of Corneille de Lyon
36548,Q211735,2009 historical fiction action-adventure open world stealth video game
36549,Q5028719,"university campus in Berkeley, California"
36550,Q838330,"public research university in Madison, Wisconsin, USA"
36551,Q7896620,ND
36552,Q49117,"private research university in Philadelphia, Pennsylvania, United States"
36553,Q1378320,"liberal arts college in Swarthmore, Pennsylvania"
36554,Q21578,"private Ivy League research university in Princeton, New Jersey, United States"
36555,Q13371,"private university in Cambridge, Massachusetts"
36556,Q1034225,"divinity school at Harvard University in Cambridge, Massachusetts"
36557,Q5244514,"high school in Toronto, Canada"
36558,Q49116,"private university in Hanover, New Hampshire, US"
36559,Q49088,private university in New York City
36560,Q202937,American blues guitarist (1954–1990)
36561,Q2599,English musician and member of the Beatles (born 1942)
36562,Q93341,"American jazz trumpeter, bandleader, and composer (1926–1991)"
36563,Q3008,British musician and multi-instrumentalist
36564,Q5928,American guitarist (1942–1970)
36565,Q104326,"French composer, performer and record producer (born 1948)"
36566,Q331731,English musician (born 1958)
36567,Q367508,American jazz musician
36568,Q1173887,Irish lawyer and Attorney General
36569,Q108597,American jazz pianist and composer (1920–2012)
36570,Q569003,"British musician, music producer, music theorist and visual artist (born 1948)"
36571,Q7579896,"overview of sports opportunities in Orlando, Florida"
36572,Q207535,Frankish military leader under Charlemagne and main character of the Song of Roland
36573,Q114464205,episode of American Idol (S9 E4)
36574,Q7103092,temple of the LDS Church
36575,Q9053129,male given name
36576,Q49233,"city in and county seat of Orange County, Florida, United States"
36577,Q56517266,researcher (ORCID 0000-0003-3386-9151)
36578,Q39829,American writer (born 1947)
36579,Q74422523,researcher
36580,Q56878941,researcher
36581,Q550667,American writer and playwright (1918-2006)
36582,Q86116312,researcher
36583,Q93620,American writer
36584,Q112974592,academic
36585,Q856014,British author of crime fiction
36586,Q5006538,works by C. J. Cherryh
36587,Q234030,United States science fiction and fantasy author
36588,Q22908611,ND
36589,Q56342380,video game console
36590,Q209868,third-generation home video game console developed by Sega
36591,Q3177589,2006 compilation of video games
36592,Q50296388,2010 video game
36593,Q10676,fourth-generation home video game console developed by Sega
36594,Q5014725,"Sony's fourth home video game console, part of the eighth generation of consoles"
36595,Q1323662,series of video game consoles developed and marketed by Sony Computer Entertainment
36596,Q55217562,a ROM cartridge that is compatable with the Atari 2600 gaming platform.
36597,Q206261,home video game console by Atari
36598,Q250767,American sitcom
36599,Q16290,American television series
36600,Q7446852,episode of the sitcom Curb Your Enthusiasm
36601,Q494244,American television series (1972–1983)
36602,Q97280880,season of television series
36603,Q181943,American television sitcom
36604,Q431917,1965-1971 Television Sitcom
36605,Q16553036,season of television series
36606,Q1141741,television series
36607,Q732063,American television sitcom (1982–1993)
36608,Q10011833,season of television series
36609,Q78629473,ND
36610,Q500688,novel by Arthur Conan Doyle
36611,Q106689178,edition of work by Arthur Conan Doyle
36612,Q45192,crime novel by Arthur Conan Doyle
36613,Q392147,collection of short stories by Arthur Conan Doyle
36614,Q19448456,edition of work by Conan Doyle
36615,Q27044905,1905 edition of Sherlock Holmes story
36616,Q107413559,edition of work by Conan Doyle
36617,Q223131,first Sherlock Holmes novel by Sir Arthur Conan Doyle
36618,Q692557,1962 novel by Anthony Burgess
36619,Q7815037,English rugby union player (born 1991)
36620,Q313381,American football player (born 1977)
36621,Q30293441,"healthcare organization in Indianapolis, United States"
36622,Q7539,American football player (born 1976)
36623,Q3313279,1991 football video game by Accolade for MS-DOS and Sega Genesis (Mega Drive)
36624,Q1355840,"American football player, coach, and television commentator (born 1939)"
36625,Q715511,American football player
36626,Q5002536,college football award
36627,Q720027,American football coach (born 1952)
36628,Q453258,American football player and coach
36629,Q16995577,aspect of history
36630,Q13553693,1951 film by Phil Karlson
36631,Q58594309,ND
36632,Q28403716,"State sports hall of fame in Nashville, Tennessee"
36633,Q179191,"music museum in Cleveland, Ohio, United States"
36634,Q778412,"hall of fame in Canton, Ohio"
36635,Q7539,American football player (born 1976)
36636,Q809892,"professional sports hall of fame in New York, U.S."
36637,Q213837,American football team
36638,Q747833,"college sports hall of fame in Atlanta, Georgia"
36639,Q1134380,ND
36640,Q13361286,home video game consoles developed by Microsoft
36641,Q49612,digital video game download service available through the Xbox Games Store; moniker for games released for download over the Xbox and Xbox 360
36642,Q4817881,controller for Microsoft's Xbox 360 console
36643,Q48263,Microsoft's seventh-generation and second home video game console
36644,Q18168774,personal computer operating system by Microsoft that was released in 2015
36645,Q4019736,video game controller for the Wii U
36646,Q3521823,2009 video game
36647,Q106360845,original version of the PS4
36648,Q10683,video game console developed Sony Interactive Entertainment
36649,Q10680,"Sony's second home video game console, part of the sixth generation of consoles"
36650,Q1406,family of computer operating systems developed by Microsoft
36651,Q197,powered fixed-wing aircraft
36652,Q190758,major armed conflict in the Darfur region of Sudan that began in February 2003
36653,Q1968742,2011-2019 model in the VW Beetle series
36654,Q29112795,"motorized chassis produced in 1920 for the armored cars of the British army, kept at the National Automobile Museum in Mulhouse (Haut-Rhin, Alsace, France) ; classified as a Historical Monument Object (PM68002009)"
36655,Q1414808,car model
36656,Q90927547,ND
36657,Q90927704,ND
36658,Q253029,British luxury car model
36659,Q33657874,British luxury car
36660,Q1167344,1973 war novel by Lothar-Günther Buchheim
36661,Q47996123,scientific article published on 25 January 2003
36662,Q37587,holiday observed on February 14 to celebrate love and friendship
36663,Q34125,Timoric language spoken on the island of Timor
36664,Q82542,1968 military campaign during the Vietnam War
36665,Q45904670,scientific article published in January 2002
36666,Q196627,first day of the year in the Gregorian calendar; 1 January
36667,Q18017523,Wikinews article
36668,Q16974341,"station on the Crenshaw Line, currently under construction"
36669,Q69288578,date in Gregorian calendar
36670,Q69288531,date in Gregorian calendar
36671,Q2703710,Christian holiday occurring on 25 December
36672,Q131772,traditional Chinese holiday
36673,Q212654,American football team in the National Football League
36674,Q320484,"National Football League Franchise located in Nashville, Tennessee"
36675,Q320476,"National Football League franchise in Tampa, Florida"
36676,Q320476,"National Football League franchise in Tampa, Florida"
36677,Q7503622,American football team
36678,Q221878,American football team
36679,Q191477,"professional American football team based in Pittsburgh, Pennsylvania"
36680,Q193390,"National Football League franchise in Foxborough, Massachusetts"
36681,Q193390,"National Football League franchise in Foxborough, Massachusetts"
36682,Q221150,National Football League team
36683,Q3417643,American professional football team
36684,Q213837,American football team
36685,Q223507,"National Football League franchise in Denver, Colorado"
36686,Q204862,American football team
36687,Q330120,American football team
36688,Q224164,"National Football League franchise in Glendale, Arizona"
36689,Q650829,"baseball team and Major League Baseball franchise in Toronto, Ontario, Canada"
36690,Q329816,"baseball team and Major League Baseball franchise in Arlington, Texas, United States"
36691,Q650865,"baseball team and Major League Baseball franchise in St. Petersburg, Florida, United States"
36692,Q504309,"Major League Baseball franchise in St. Louis, Missouri"
36693,Q466586,"baseball team and Major League Baseball franchise in Seattle, Washington, United States"
36694,Q308966,"baseball team and Major League Baseball franchise in San Francisco, California, United States"
36695,Q721134,"Major League Baseball franchise in San Diego, California, United States"
36696,Q721134,"Major League Baseball franchise in San Diego, California, United States"
36697,Q213417,"baseball team and Major League Baseball franchise in the Bronx, New York, United States"
36698,Q848103,"baseball team and Major League Baseball franchise in Milwaukee, Wisconsin, United States"
36699,Q334634,"Major League Baseball franchise in Los Angeles, California"
36700,Q388858,"Major League Baseball franchise in Denver, Colorado, United States"
36701,Q335169,"baseball team and Major League Baseball franchise in Chicago, Illinois, United States"
36702,Q4948047,non
36703,Q650816,"baseball team and Major League Baseball franchise in Baltimore, Maryland, United States"
36704,Q670376,"baseball team and Major League Baseball franchise in Phoenix, Arizona, United States"
36705,Q850412,"popular music genre that combines rhythm and blues with elements of pop, soul, funk, hip hop, and electronic music"
36706,Q2445097,Russian annual music festival held before New Year
36707,Q1394919,original song written and composed by Neil Diamond; first recorded by The Monkees
36708,Q5966327,1985 single by John Schneider
36709,Q2542196,song by Bon Jovi
36710,Q666856,"song written, composed and recorded by Dolly Parton in 1974"
36711,Q5380426,album by Loretta Lynn
36712,Q110656763,2021 song by Ylona Garcia
36713,Q2530778,original song written and composed by Arthur Hamilton
36714,Q96375606,Country music award
36715,Q16943561,American Music Award
36716,Q221155,"American singer, songwriter, and record producer"
36717,Q6096,"American rapper, record producer and actor (born 1971)"
36718,Q21621919,American rapper and singer
36719,Q193459,British singer and guitarist
36720,Q483285,American musical group; rock band
36721,Q6187942,American Dominican-born American film and music video director
36722,Q15744507,British singer
36723,Q242873,American singer-songwriter (born 1979)
36724,Q2748803,"Australian rapper, songwriter and model"
36725,Q31164,English singer-songwriter
36726,Q21914464,English and Albanian singer (born 1995)
36727,Q52583,Canadian singer and songwriter
36728,Q29033668,American rapper (born 1992)
36729,Q7819619,English association football player (born 1986)
36730,Q331748,American drummer (born 1962)
36731,Q362516,American musician (born 1958)
36732,Q56071498,albums discography
36733,Q775231,Irish singer-songwriter
36734,Q11875823,Finnish folk-punk band
36735,Q16991823,ND
36736,Q150916,American musician (born 1962)
36737,Q602602,American singer and guitarist
36738,Q4965537,American singer
36739,Q109980875,prize awarded at imagineNATIVE festival
36740,Q29788158,type of award in cultural awards and nominations
36741,Q2069608,American funk band
36742,Q2445097,Russian annual music festival held before New Year
36743,Q6132187,song performed by Green Day
36744,Q11601695,ND
36745,Q1790281,award
36746,Q1542182,award
36747,Q11901940,Finnish art prize
36748,Q5380426,album by Loretta Lynn
36749,Q3899321,award ceremony
36750,Q854,island country in South Asia
36751,Q423,sovereign state in East Asia
36752,Q1937395,"political party in Minnesota, United States"
36753,Q974,country in Central Africa
36754,Q47729,Italian social-democratic political party
36755,Q29552,American political party
36756,Q1186248,political party in Thailand
36757,Q96474691,ND
36758,Q62068065,"chapter, in The Rock and Roll Hall of Fame’s eleventh annual induction dinner programme"
36759,Q269094,American composer of songs and Broadway musicals (1902–1979)
36760,Q1285504,Primetime Emmy Award
36761,Q989445,award presented annually by the US Academy of Television Arts & Sciences
36762,Q102047631,part of the NZ Women of Influence awards
36763,Q41254,American award for achievements in music
36764,Q843219,award
36765,Q98098715,1975 book by Jim Baker
36766,Q29564107,American singer-songwriter (born 2001)
36767,Q103916,award presented annually by the Academy of Motion Picture Arts and Sciences
36768,Q972783,UK magazine dedicated to the Sega Saturn
36769,Q22908611,ND
36770,Q184198,sixth-generation home video game console developed by Sega
36771,Q6078262,slim model of the PlayStation 2 video game console developed by Sony Interactive Entertainment
36772,Q10680,"Sony's second home video game console, part of the sixth generation of consoles"
36773,Q1323662,series of video game consoles developed and marketed by Sony Computer Entertainment
36774,Q2737730,video game console
36775,Q182172,sixth-generation home video game console by Nintendo
36776,Q188642,handheld game console by Nintendo
36777,Q52269327,episode of Aaron Stone
36778,Q229429,home video game console
36779,Q49886585,scientific article
36780,Q22122681,ND
36781,Q378913,1978 film directed by Ralph Bakshi
36782,Q15228,1954-1955 fantasy novel by J. R. R. Tolkien
36783,Q16997069,2015 film directed by Robert Schwentke
36784,Q79734,fictional continent in Arda
36785,Q28255975,scientific article
36786,Q43138456,scientific article published in April 2002
36787,Q3258993,2013 film directed by Peter Berg
36788,Q969914,American musical group; punk/shock-rock Band
36789,Q7559,legendary creature
36790,Q50523520,episode of M*A*S*H (S7 E19)
36791,Q21389745,Australian botanist
36792,Q6389032,Wikimedia artist discography
36793,Q130798,American rapper and songwriter (born 1987)
36794,Q1728253,artist discography
36795,Q15935,"American rapper, singer, songwriter and record producer (born 1977)"
36796,Q170730,town in Botswana
36797,Q62766,"American rapper, producer, businessman and actor"
36798,Q94473289,American glaciologist
36799,Q33240,"Canadian rapper, singer and actor"
36800,Q45369584,Game 5 of the 1984 NBA World Championship Series
36801,Q138089,American professional basketball team
36802,Q131364,National Basketball Association team in New York City
36803,Q169637,American professional basketball team
36804,Q121783,American professional basketball team
36805,Q170329,"professional basketball team from Indianapolis, Indiana"
36806,Q5999485,men's basketball team of the University of Illinois
36807,Q169661,American professional basketball team
36808,Q162990,"National Basketball Association team in Cleveland, Ohio"
36809,Q128109,American professional basketball team
36810,Q2284765,royalist supporter during and following the English Civil War
36811,Q123,ninth month in the Julian and Gregorian calendars
36812,Q124,tenth month in the Julian and Gregorian calendars
36813,Q125,eleventh month in the Julian and Gregorian calendars
36814,Q110,third month in the Julian and Gregorian calendars
36815,Q120,sixth month in the Julian and Gregorian calendars
36816,Q121,seventh month in the Julian and Gregorian calendars
36817,Q108,first month in the Julian and Gregorian calendars
36818,Q109,second month in the Julian and Gregorian calendars
36819,Q126,twelfth month in the Julian and Gregorian calendars
36820,Q122,eighth month in the Julian and Gregorian calendars
36821,Q118,fourth month in the Julian and Gregorian calendars
36822,Q3046589,"city in Michigan, United States"
36823,Q38022,"independent city in Missouri, United States"
36824,Q25395,"city in Essex County, New Jersey, United States"
36825,Q60,most populous city in the United States
36826,Q99673783,New York City as depicted in Star Trek
36827,Q16910,city in Chile
36828,Q64156833,photograph in the National Gallery of Art (NGA 118644)
36829,Q28126244,"census-designated place in Willacy County, Texas, United States"
36830,Q65,"largest city in California, United States of America"
36831,Q23556,"capital city of Georgia, United States"
36832,Q94276890,"pandemic in St. Louis, Missouri"
36833,Q20710370,aspect of history
36834,Q161337,American professional basketball team
36835,Q180950,"American professional basketball team based in Oklahoma City, United States"
36836,Q131364,National Basketball Association team in New York City
36837,Q169138,American professional basketball team based in Miami
36838,Q121783,American professional basketball team
36839,Q976396,American professional basketball team
36840,Q170329,"professional basketball team from Indianapolis, Indiana"
36841,Q128109,American professional basketball team
36842,Q2284765,royalist supporter during and following the English Civil War
36843,Q131371,NBA team based in Boston; tied with most NBA Championships
36844,Q1419655,fictional city in DC comics
36845,Q5083,"city in and county seat of King County, Washington, United States"
36846,Q864455,"commune in Ain, France"
36847,Q1650600,"city in Oregon, USA"
36848,Q27651212,family name
36849,Q223718,"city in King County, Washington, United States of America"
36850,Q216477,Duwamish chief
36851,Q214164,"city in the Eastside region of King County, Washington, United States"
36852,Q643040,"city in Sarpy County, Nebraska, United States"
36853,Q322328,1993 stop motion film directed by Henry Selick
36854,Q212041,2007 film by Tim Burton
36855,Q13219920,American television series
36856,Q24272881,2018 film directed by Rob Marshall
36857,Q1055962,1984 film by Tim Burton
36858,Q217182,1990 film directed by Tim Burton
36859,Q218235,2005 film by Tim Burton
36860,Q320384,1988 film directed by Tim Burton
36861,Q22249835,2015 film by Axel Braun
36862,Q14772351,2016 film directed by Zack Snyder
36863,Q221345,1995 film directed by Joel Schumacher
36864,Q1607948,1993 soundtrack album by Danny Elfman
36865,Q322328,1993 stop motion film directed by Henry Selick
36866,Q469624,2001 film by Tim Burton
36867,Q217182,1990 film directed by Tim Burton
36868,Q2653485,contemporary dance adaptation of the 1990 American romance fantasy film
36869,Q639481,1994 film by Tim Burton
36870,Q221843,"American screenwriter, director, producer, actor, author, and film editor"
36871,Q164417,2005 stop-motion-animated dark fantasy film by Tim Burton and Mike Johnson
36872,Q10858674,2014 film by Tim Burton
36873,Q320384,1988 film directed by Tim Burton
36874,Q174385,2010 film directed by Tim Burton
36875,Q1045765,1995 platform video game by Nintendo
36876,Q853143,1990 platform video game developed by Nintendo
36877,Q7642607,animated television series
36878,Q631331,1986 video game developed by Nintendo
36879,Q98893727,discontinued 2020 video game developed by Arika
36880,Q639619,1988 platform video game developed by Nintendo
36881,Q854479,1988 platform video game developed by Nintendo
36882,Q23902998,video game series
36883,Q11168,1985 platform video game
36884,Q6135714,2010 video game compilation
36885,Q13426947,2013 platform video game developed by Nintendo
36886,Q9383518,port of Super Mario World 2: Yoshi's Island
36887,Q1045765,1995 platform video game by Nintendo
36888,Q1634866,1994 platform video game for the Game Boy
36889,Q853143,1990 platform video game developed by Nintendo
36890,Q596392,1992 video game for the Game Boy
36891,Q647249,1989 video game for the Game Boy
36892,Q35627,1992 platform video game
36893,Q37123,1991 video game
36894,Q1046812,Sega video game series and associated media franchise
36895,Q60172609,video game series
36896,Q585939,2010 2D platformer video game developed by Retro Studios
36897,Q1081217,2006 video game
36898,Q717600,2015 open world action-adventure stealth video game
36899,Q11879017,2014 video game
36900,Q3280262,2009 video game
36901,Q846167,2008 action-adventure stealth video game
36902,Q3283292,album by various artists
36903,Q12636722,2005 video game
36904,Q6822641,2004 video game soundtrack album by Norihiko Hibino
36905,Q247935,action-adventure stealth video game released in 2004
36906,Q2252574,2002 video game
36907,Q907226,2001 video game
36908,Q11955503,2015 platform video game
36909,Q853143,1990 platform video game developed by Nintendo
36910,Q639955,2002 platform video game developed by Nintendo
36911,Q1476209,2005 sports video game
36912,Q631331,1986 video game developed by Nintendo
36913,Q639619,1988 platform video game developed by Nintendo
36914,Q854479,1988 platform video game developed by Nintendo
36915,Q23902998,video game series
36916,Q13426947,2013 platform video game developed by Nintendo
36917,Q170410,2009 side-scrolling multiplayer platform video game
36918,Q1061560,1992 racing video game
36919,Q2068675,2001 racing video game
36920,Q5721431,2003 video game
36921,Q838707,2008 racing video game by Nintendo
36922,Q98844808,2020 racing mixed reality video game developed by Velan Studios
36923,Q858564,2005 racing video game
36924,Q9029138,2007 video game
36925,Q28321447,2017 re-release of the Mario Kart 8 video game
36926,Q13427106,2014 racing video game
36927,Q1117024,2011 racing video game
36928,Q1046604,1996 racing video game
36929,Q60668743,fictional bird in The Hunger Games trilogy
36930,Q10307713,2015 film directed by Francis Lawrence
36931,Q21697298,2015 soundtrack album
36932,Q574583,2013 film by Francis Lawrence
36933,Q212965,2012 film by Gary Ross
36934,Q3107329,1979 book by Douglas Adams
36935,Q30766089,2016 book
36936,Q22662385,2017 film by James Foley
36937,Q60411595,2009 edition
